id,address,speaker,age,b_date,r_date,turn_min_2,turn_min_1,turn,turn_plus_1,turn_plus_2,speech_act,consistency,utterance_type,answer,intonation,syn_level,connective_meaning,annotation,has_negation,modal,modal_bin
Alex,Providence/Alex/ale20.cha/1407,MOT,2.16661191,12/4/00,12/4/00,"*MOT: move your hand , press it like +//. _x0015_%snd:""ale20""_1188250_1193465_x0015_","*MOT: you know what let's take this down , we don't need that .","*MOT: _x0002__x0005_(1)_x0002__x0006_and we'll +... _x0015_%snd:""ale20""_1193465_1195831_x0015_","*MOT: how did you do that ? _x0015_%snd:""ale20""_1195831_1198465_x0015_","*MOT: how did ya [: you] do it ? _x0015_%snd:""ale20""_1198465_1203025_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale17.cha/2071,MOT,2.032854209,12/4/00,12/4/00,"*CHI: yyy . _x0015_%snd:""ale17""_1719216_1720463_x0015_","*MOT: you can do it , go ahead , do the tree . _x0015_%snd:""ale17""_1720463_1721973_x0015_","*MOT: press , press , _x0002__x0005_(1)_x0002__x0006_and pull . _x0015_%snd:""ale17""_1721973_1725118_x0015_","*MOT: okay , that's good pressing , now pull . _x0015_%snd:""ale17""_1725118_1727648_x0015_","*MOT: one two three , xxx a tree . _x0015_%snd:""ale17""_1727648_1732800_x0015_",directive,consistent,imperative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale26.cha/996,MOT,2.401670089,12/4/00,12/4/00,"*CHI: yyy a yellow . _x0015_%snd:""ale26""_414713_416221_x0015_","*MOT: a yellow +..? _x0015_%snd:""ale26""_416221_416788_x0015_",*MOT: okay _x0002__x0005_(1)_x0002__x0006_and here's your red .,"*CHI: yyy . _x0015_%snd:""ale26""_416788_418700_x0015_","*MOT: very good ! _x0015_%snd:""ale26""_419231_420180_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale47.cha/2369,MOT,3.252655715,12/4/00,12/4/00,*MOT: ocean .,"*CHI: ocean . _x0015_%snd:""ale47""_1201480_1202790_x0015_","*MOT: that never would end that sometimes was foe _x0002__x0005_(1)_x0002__x0006_and sometimes was friend , that +... _x0015_%snd:""ale47""_1202790_1208068_x0015_","*MOT: carried the Mayflower ship in full sail . _x0015_%snd:""ale47""_1208068_1210668_x0015_","*MOT: this is the land where it all began . _x0015_%snd:""ale47""_1210668_1214395_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,would,1
Alex,Providence/Alex/ale28.cha/3496,MOT,2.479500342,12/4/00,12/4/00,"*MOT: with the scissors . _x0015_%snd:""ale28""_2290540_2291840_x0015_","*CHI: with scissors . _x0015_%snd:""ale28""_2291841_2293973_x0015_",*MOT: _x0002__x0005_(1)_x0002__x0006_and I'll let you pour it in .,"*MOT: okay ? _x0015_%snd:""ale28""_2293971_2294616_x0015_","*CHI: pour it in . _x0015_%snd:""ale28""_2294616_2296615_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale36.cha/4775,MOT,2.785345654,12/4/00,12/4/00,"*MOT: what's tha(t) ? _x0015_%snd:""ale36""_2551016_2551728_x0015_","*CHI: the ‹burger [?]› and sandwich . _x0015_%snd:""ale36""_2551728_2554970_x0015_",*MOT: _x0002__x0005_(1)_x0002__x0006_and the sandwich .,"*CHI: xxx yyy this . _x0015_%snd:""ale36""_2554970_2559196_x0015_",*MOT: oh: look at these sticker:s !,description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale47.cha/5338,MOT,3.252655715,12/4/00,12/4/00,*MOT: go ahead do an arabesque .,"*MOT: oh and how (a)bout a piquet@s:fra and a plie@s:fra ? _x0015_%snd:""ale47""_3509627_3515320_x0015_","*MOT: _x0002__x0005_(1)_x0002__x0006_and a piquet@s:fra turn . _x0015_%snd:""ale47""_3515320_3518153_x0015_",*MOT: oh that's lovely .,"*CHI: whoa . _x0015_%snd:""ale47""_3518153_3521698_x0015_",options,consistent,interrogative,0,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale40.cha/1411,MOT,2.938268309,12/4/00,12/4/00,"*CHI: pink pig . _x0015_%snd:""ale40""_756810_758080_x0015_","*MOT: I saw a pink pig , and the pig saw me +... _x0015_%snd:""ale40""_758080_761130_x0015_","*MOT: I went to the farm , _x0002__x0005_(1)_x0002__x0006_and what did I see ? _x0015_%snd:""ale40""_761130_763573_x0015_","*CHI: grey goat . _x0015_%snd:""ale40""_763573_764953_x0015_","*MOT: I saw a grey goat , and the goat saw me +... _x0015_%snd:""ale40""_764953_768313_x0015_",description,consistent,interrogative,0,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale40.cha/1148,MOT,2.938268309,12/4/00,12/4/00,"*MOT: he gets bigger , and bigger an:d , the biggest . _x0015_%snd:""ale40""_584315_590675_x0015_","*CHI: biggest . _x0015_%snd:""ale40""_590675_592255_x0015_","*MOT: _x0002__x0005_(1)_x0002__x0006_and a little baby +... _x0015_%snd:""ale40""_592255_593988_x0015_","*MOT: a little girl +... _x0015_%snd:""ale40""_593988_595315_x0015_","*MOT: ow ! _x0015_%snd:""ale40""_595315_596575_x0015_",description,consistent,declarative,N,1,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale06.cha/1304,MOT,1.602306639,12/4/00,12/4/00,*MOT: yellow .,"*MOT: here here's pink . _x0015_%snd:""ale06""_1132991_1134901_x0015_","*MOT: would you like pink (.) _x0002__x0005_(1)_x0002__x0006_and pink . _x0015_%snd:""ale06""_1134901_1138263_x0015_","*MOT: where's my kiss gimme [: give me] kiss . _x0015_%snd:""ale06""_1138263_1139651_x0015_","*MOT: gimme [: give me] a kiss gimme [: give me] a kiss . _x0015_%snd:""ale06""_1139651_1141921_x0015_",options,consistent,interrogative,0,0,NOM,AND,AND,no,would,1
Alex,Providence/Alex/ale31.cha/791,MOT,2.596830938,12/4/00,12/4/00,*MOT: is she going to sleep ?,*MOT: would you like her to sleep ?,*MOT: _x0002__x0005_(1)_x0002__x0006_and I'll fix it .,"*CHI: yyy xxx . _x0015_%snd:""ale31""_456720_461985_x0015_",*MOT: sleep .,description,consistent,declarative,N,1,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale34.cha/1730,MOT,2.710253251,12/4/00,12/4/00,"*CHI: oh look ! _x0015_%snd:""ale34""_1016076_1018216_x0015_","*MOT: look at , those are the babies . _x0015_%snd:""ale34""_1018216_1020351_x0015_","*MOT: see that's a baby , _x0002__x0005_(1)_x0002__x0006_an(d) that's a baby , _x0002__x0005_(2)_x0002__x0006_an(d) that's a baby . _x0015_%snd:""ale34""_1020351_1023886_x0015_","*MOT: an(d) those are all the mommies . _x0015_%snd:""ale34""_1023888_1025791_x0015_","*CHI: oh the end . _x0015_%snd:""ale34""_1025791_1030255_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale47.cha/2279,MOT,3.252655715,12/4/00,12/4/00,"*MOT: I can't wait for summer , these are the houses built in straight rows . _x0015_%snd:""ale47""_1147998_1152650_x0015_","*MOT: that stood in the hot sun in the harsh winter snows . _x0015_%snd:""ale47""_1152650_1156263_x0015_",*MOT: _x0002__x0005_(1)_x0002__x0006_and sheltered the pilgrims who farmed the new land .,"*CHI: no you did . _x0015_%snd:""ale47""_1156263_1160698_x0015_","*MOT: I didn't do that , you did that . _x0015_%snd:""ale47""_1160698_1163042_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale21.cha/3767,MOT,2.213155373,12/4/00,12/4/00,"*MOT: and your diamond . _x0015_%snd:""ale21""_2601316_2602940_x0015_","*MOT: whoops I broke it . _x0015_%snd:""ale21""_2602940_2604075_x0015_","*MOT: _x0002__x0005_(1)_x0002__x0006_and a square . _x0015_%snd:""ale21""_2604075_2606388_x0015_","*MOT: would you like another circle ? _x0015_%snd:""ale21""_2606388_2609725_x0015_","*MOT: two circles . _x0015_%snd:""ale21""_2609725_2630125_x0015_",description,consistent,declarative,N,2,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale36.cha/4392,MOT,2.785345654,12/4/00,12/4/00,"*CHI: xxx . _x0015_%snd:""ale36""_2364108_2366683_x0015_","*CHI: two butterfly [: butterflies] yyy . _x0015_%snd:""ale36""_2366683_2371146_x0015_","*MOT: two butterflies , _x0002__x0005_(1)_x0002__x0006_(a)n(d) , _x0002__x0005_(2)_x0002__x0006_(a)n(d) , two ladybugs , pu(t) , put (th)em together , ladybug with the ladybug , that's a match . _x0015_%snd:""ale36""_2371146_2376830_x0015_","*CHI: yyy butterfly . _x0015_%snd:""ale36""_2376830_2379525_x0015_",*MOT: an(d) a butterfly with a butterfly .,description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale41.cha/2344,MOT,2.97659822,12/4/00,12/4/00,"*CHI: where's all the water ? _x0015_%snd:""ale41""_1760183_1762620_x0015_","*MOT: &-uh well they do play in the water but there's no water in this book . _x0015_%snd:""ale41""_1762620_1766343_x0015_","*MOT: sand colored camels walk slowly _x0002__x0005_(1)_x0002__x0006_and sleepily while children ride them . _x0015_%snd:""ale41""_1766343_1774076_x0015_","*MOT: they riding the camels ? _x0015_%snd:""ale41""_1774076_1776573_x0015_","*CHI: xxx . _x0015_%snd:""ale41""_1776573_1777438_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale52.cha/5883,MOT,3.460335387,12/4/00,12/4/00,"*MOT: you can measure . _x0015_%snd:""ale52""_2896838_2900093_x0015_","*MOT: that's six inches . _x0015_%snd:""ale52""_2900093_2903860_x0015_","*MOT: _x0002__x0005_(1)_x0002__x0006_and +... _x0015_%snd:""ale52""_2903860_2905301_x0015_","*CHI: Mom +... _x0015_%snd:""ale52""_2905301_2907855_x0015_",*MOT: one and a half inches wide .,description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale04.cha/1042,MOT,1.53816564,12/4/00,12/4/00,"*MOT: sun (.) then when I wake up Rita we're ready for some fun . _x0015_%snd:""ale04""_1256215_1259840_x0015_","*MOT: Oscar ! _x0015_%snd:""ale04""_1259840_1261976_x0015_","*MOT: I eat sardines _x0002__x0005_(1)_x0002__x0006_and ice cream I feel grouchy all day . _x0015_%snd:""ale04""_1261976_1265630_x0015_","*MOT: the yuckier the better that's what slimy and I say . _x0015_%snd:""ale04""_1265630_1269763_x0015_","*MOT: first I clean my room . _x0015_%snd:""ale04""_1269763_1275763_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale03.cha/324,MOT,1.487713895,12/4/00,12/4/00,"*MOT: okay ready . _x0015_%snd:""ale03""_520546_521556_x0015_","*MOT: big and small . _x0015_%snd:""ale03""_521556_525420_x0015_","*MOT: short _x0002__x0005_(1)_x0002__x0006_and tall . _x0015_%snd:""ale03""_525420_527353_x0015_","*MOT: over under . _x0015_%snd:""ale03""_527353_529100_x0015_","*MOT: off on . _x0015_%snd:""ale03""_529100_531640_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale14.cha/1840,MOT,1.924579055,12/4/00,12/4/00,"*MOT: it's up here . _x0015_%snd:""ale14""_1190966_1191950_x0015_","*MOT: see ya [: you] hafta find the shape . _x0015_%snd:""ale14""_1191950_1194196_x0015_","*MOT: _x0002__x0005_(1)_x0002__x0006_and then push it in . _x0015_%snd:""ale14""_1194196_1196710_x0015_","*MOT: then here's your four . _x0015_%snd:""ale14""_1196710_1198681_x0015_","*MOT: wha(t) no four comes after three . _x0015_%snd:""ale14""_1198681_1202596_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale03.cha/264,MOT,1.487713895,12/4/00,12/4/00,"*MOT: okay . _x0015_%snd:""ale03""_455045_456020_x0015_","*MOT: big and small a book of opposites . _x0015_%snd:""ale03""_456020_458185_x0015_","*MOT: big _x0002__x0005_(1)_x0002__x0006_and small . _x0015_%snd:""ale03""_458185_464768_x0015_","*MOT: short and tall . _x0015_%snd:""ale03""_464768_466546_x0015_","*MOT: over (.) under . _x0015_%snd:""ale03""_466546_469763_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale34.cha/3582,MOT,2.710253251,12/4/00,12/4/00,"*CHI: ‹blue ,› ‹green ,› yellow . _x0015_%snd:""ale34""_2111515_2114290_x0015_","*CHI: yyy . _x0015_%snd:""ale34""_2114290_2114928_x0015_","*MOT: blue , green , yellow , _x0002__x0005_(1)_x0002__x0006_and re:d . _x0015_%snd:""ale34""_2114926_2117545_x0015_","*CHI: ‹blue ,› ‹green ,› yellow . _x0015_%snd:""ale34""_2117545_2119850_x0015_","*CHI: blue yellow . _x0015_%snd:""ale34""_2119850_2121433_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale40.cha/2947,MOT,2.938268309,12/4/00,12/4/00,*MOT: there was a +...,"*CHI: little boy ! _x0015_%snd:""ale40""_1650550_1656256_x0015_",*MOT: _x0002__x0005_(1)_x0002__x0006_and his name is +...,"*CHI: a@l l@l e@l x@l yyy Alex . _x0015_%snd:""ale40""_1656256_1659661_x0015_",*MOT: and he is +...,description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale18.cha/977,MOT,2.088781656,12/4/00,12/4/00,"*MOT:	these are all , yeah those are all cars all mixed up in the big truck . _x0015_%snd:""ale18""_701783_705053_x0015_","*MOT:	then you have_to say I spy , I spy a skate . _x0015_%snd:""ale18""_705053_709128_x0015_","*MOT:        a hammer _x0002__x0005_(1)_x0002__x0006_and a clock . _x0015_%snd:""ale18""_709128_710908_x0015_","*MOT:	where's the skate ? _x0015_%snd:""ale18""_710908_712111_x0015_","*MOT:	there's the skate . _x0015_%snd:""ale18""_712111_713053_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale44.cha/4087,MOT,3.13532512,12/4/00,12/4/00,"*MOT:	hurry up . _x0015_%snd:""ale44""_2649433_2651298_x0015_","*MOT:	before you get in big trouble . _x0015_%snd:""ale44""_2651298_2652470_x0015_","*MOT:        _x0002__x0005_(1)_x0002__x0006_and where's the bell is in front of the window right ? _x0015_%snd:""ale44""_2652470_2658843_x0015_","*MOT:	at school ? _x0015_%snd:""ale44""_2658843_2661385_x0015_","*CHI:	xxx . _x0015_%snd:""ale44""_2661385_2663465_x0015_",description,consistent,interrogative,0,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale49.cha/1761,MOT,3.323839836,12/4/00,12/4/00,"*CHI:	look . _x0015_%snd:""ale49""_996746_997315_x0015_","*MOT:	I thought you +...","*MOT:	_x0002__x0005_(1)_x0002__x0006_and +... _x0015_%snd:""ale49""_998946_1001076_x0015_","*CHI:	xxx look at this . _x0015_%snd:""ale49""_1001076_1002835_x0015_","*MOT:        oh I like that Alex , that's very nice . _x0015_%snd:""ale49""_1002835_1007720_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale08.cha/3525,MOT,1.696563997,12/4/00,12/4/00,"*MOT:	and here's the +... _x0015_%snd:""ale08""_3531278_3539131_x0015_","*MOT:        butterfly . _x0015_%snd:""ale08""_3539131_3541416_x0015_","*MOT:	_x0002__x0005_(1)_x0002__x0006_and +... _x0015_%snd:""ale08""_3541416_3549311_x0015_","*CHI:	yyy . _x0015_%snd:""ale08""_3549311_3550715_x0015_","*MOT:	here is +... _x0015_%snd:""ale08""_3550715_3554623_x0015_",identification,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale07.cha/2972,MOT,1.654325804,12/4/00,12/5/00,"*MOT:        Mary had a little lamb . _x0015_%snd:""ale07""_2920300_2928675_x0015_","*MOT:	its fleece was white as snow . _x0015_%snd:""ale07""_2928675_2932900_x0015_","*MOT:	_x0002__x0005_(1)_x0002__x0006_and everywhere that Mary went . _x0015_%snd:""ale07""_2932900_2937531_x0015_","*MOT:	Mary went . _x0015_%snd:""ale07""_2937531_2939806_x0015_","*MOT:	Mary went . _x0015_%snd:""ale07""_2939806_2941661_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale20.cha/869,MOT,2.16661191,12/4/00,12/4/00,"*MOT:	goes there . _x0015_%snd:""ale20""_659138_663345_x0015_","*MOT:	okay . _x0015_%snd:""ale20""_663345_664295_x0015_","*MOT:	_x0002__x0005_(1)_x0002__x0006_and this +... _x0015_%snd:""ale20""_664295_666141_x0015_","*MOT:        why did I forget this ? _x0015_%snd:""ale20""_666141_669095_x0015_","*MOT:	maybe it's a little house . _x0015_%snd:""ale20""_669095_671895_x0015_",description,consistent,declarative,N,1,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale33.cha/74,MOT,2.693826146,12/4/00,12/4/00,"*MOT:	sure you do . _x0015_%snd:""ale33""_16861_18358_x0015_","*MOT:	okay . _x0015_%snd:""ale33""_18358_21445_x0015_","*MOT:        put it over here _x0002__x0005_(1)_x0002__x0006_and here's the , the hill . _x0015_%snd:""ale33""_21445_30085_x0015_","*MOT:	now where's your other hill ?","*CHI:	other hill . _x0015_%snd:""ale33""_30085_32610_x0015_",directive-description,consistent,imperative-declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale48.cha/1578,MOT,3.285509925,12/4/00,12/4/00,"*MOT:	lemme [: let me] see . _x0015_%snd:""ale48""_1447591_1448475_x0015_","*CHI:	pink and green . _x0015_%snd:""ale48""_1448475_1450665_x0015_","*MOT:	okay now you have_to do another pink _x0002__x0005_(1)_x0002__x0006_and another green , to make it work . _x0015_%snd:""ale48""_1450665_1467690_x0015_","*MOT:	do that honey . _x0015_%snd:""ale48""_1467690_1471581_x0015_","*CHI:	what are you doing 0to the light ? _x0015_%snd:""ale48""_1471581_1475756_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale40.cha/776,MOT,2.938268309,12/4/00,12/4/00,"*CHI:	this . _x0015_%snd:""ale40""_378600_382000_x0015_","*MOT:	carrots . _x0015_%snd:""ale40""_382000_383278_x0015_","*MOT:	cucumber _x0002__x0005_(1)_x0002__x0006_and carrot , I don't know what that is .","*CHI:	chips . _x0015_%snd:""ale40""_383280_388756_x0015_","*MOT:        oh yeah they are , xxx , right they are chips . _x0015_%snd:""ale40""_388758_391056_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,yes,,0
Alex,Providence/Alex/ale35.cha/4414,MOT,2.743107461,12/4/00,12/5/00,"*CHI:	stay yyy . _x0015_%snd:""ale35""_3009055_3012615_x0015_","*MOT:        alright well you can stay on the floor , go (a)head it's fine .","*MOT:	_x0002__x0005_(1)_x0002__x0006_and you can sing you can use , you can find drums _x0002__x0005_(2)_x0002__x0006_and sing if you like . _x0015_%snd:""ale35""_3012615_3017950_x0015_","*CHI:	xxx . _x0015_%snd:""ale35""_3017950_3019491_x0015_","*MOT:	turn it over . _x0015_%snd:""ale35""_3019491_3022061_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,"can,can,can",1
Alex,Providence/Alex/ale38.cha/2109,MOT,2.863175907,12/4/00,12/4/00,"*CHI:	xxx I don't have it . _x0015_%snd:""ale38""_1460556_1462435_x0015_","*CHI:	xxx +/. _x0015_%snd:""ale38""_1462435_1467491_x0015_","*MOT:	xxx but I don't want you to don't run walk _x0002__x0005_(1)_x0002__x0006_and walk _x0002__x0005_(2)_x0002__x0006_and walk _x0002__x0005_(3)_x0002__x0006_and walk .","*CHI:	Dad I need batteries .","*CHI:        I need batteries for me . _x0015_%snd:""ale38""_1467493_1472525_x0015_",directive,consistent,imperative,N,0,SEN,AND,AND,yes,,0
Alex,Providence/Alex/ale40.cha/1381,MOT,2.938268309,12/4/00,12/4/00,"*CHI:	white duck . _x0015_%snd:""ale40""_741541_742690_x0015_","*MOT:	I saw a white duck , the duck saw me +... _x0015_%snd:""ale40""_742690_745616_x0015_","*MOT:	I went to the farm , _x0002__x0005_(1)_x0002__x0006_and what did I see ? _x0015_%snd:""ale40""_745615_748345_x0015_","*CHI:	â€¹&-um ,â€º red rooster . _x0015_%snd:""ale40""_748346_750951_x0015_","*MOT:        I saw a red rooster , and the rooster saw me +... _x0015_%snd:""ale40""_750948_753975_x0015_",description,consistent,declarative-interrogative,0,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale08.cha/1489,MOT,1.696563997,12/4/00,12/4/00,"*MOT:	rubber duckies say , squea:k ! _x0015_%snd:""ale08""_1096181_1100545_x0015_","*MOT:	oh , poor Ernie . _x0015_%snd:""ale08""_1100545_1102956_x0015_","*MOT:	where's the big _x0002__x0005_(1)_x0002__x0006_and small , short _x0002__x0005_(2)_x0002__x0006_and tall ? _x0015_%snd:""ale08""_1102956_1105563_x0015_","*MOT:        where's big and small , short and tall ? _x0015_%snd:""ale08""_1105563_1109500_x0015_","*MOT:	big and small , short and tall . _x0015_%snd:""ale08""_1109500_1112010_x0015_",description,consistent,interrogative,0,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale36.cha/5749,MOT,2.785345654,12/4/00,12/4/00,"*MOT:	there's a green one . _x0015_%snd:""ale36""_3052341_3053636_x0015_","*CHI:	xxx . _x0015_%snd:""ale36""_3053636_3055051_x0015_","*MOT:	_x0002__x0005_(1)_x0002__x0006_an(d) a purple . _x0015_%snd:""ale36""_3055051_3056476_x0015_","*CHI:        yyy sea horsie . _x0015_%snd:""ale36""_3056476_3058428_x0015_","*MOT:	we can get the seahorse after y(ou) , after the fish . _x0015_%snd:""ale36""_3058428_3061445_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale11.cha/134,MOT,1.809986311,12/4/00,12/4/00,"*MOT:	xxx , boy . _x0015_%snd:""ale11""_58510_62383_x0015_","*MOT:	okay . _x0015_%snd:""ale11""_62383_65310_x0015_","*MOT:        here you have a Mickey_Mouse _x0002__x0005_(1)_x0002__x0006_and a , a bear . _x0015_%snd:""ale11""_65310_69720_x0015_","*MOT:	Mickey_Mouse one . _x0015_%snd:""ale11""_69720_73176_x0015_","*MOT:	are you done with the Play_Doh ? _x0015_%snd:""ale11""_73176_74521_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale21.cha/3761,MOT,2.213155373,12/4/00,12/4/00,"*MOT:	and there's your triangle . _x0015_%snd:""ale21""_2597350_2599160_x0015_","*MOT:	and a circle . _x0015_%snd:""ale21""_2599160_2601316_x0015_","*MOT:        _x0002__x0005_(1)_x0002__x0006_and your diamond . _x0015_%snd:""ale21""_2601316_2602940_x0015_","*MOT:	whoops I broke it . _x0015_%snd:""ale21""_2602940_2604075_x0015_","*MOT:	and a square . _x0015_%snd:""ale21""_2604075_2606388_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale38.cha/4277,MOT,2.863175907,12/4/00,12/4/00,*MOT:        police car .,"*CHI:	xxx . _x0015_%snd:""ale38""_2933568_2935706_x0015_","*MOT:	_x0002__x0005_(1)_x0002__x0006_and +...","*CHI:	yyy xxx yyy . _x0015_%snd:""ale38""_2935708_2940443_x0015_","*CHI:	it's yyy . _x0015_%snd:""ale38""_2940443_2943731_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale51.cha/4642,MOT,3.398932238,12/4/00,12/4/00,"*MOT:	nobody left doing what they oughta .","*CHI:	xxx . _x0015_%snd:""ale51""_3216628_3219118_x0015_","*MOT:        there's nothin(g) left but the lily pad , but the duck _x0002__x0005_(1)_x0002__x0006_an(d) the frog went away .","*CHI:	xxx . _x0015_%snd:""ale51""_3219118_3224140_x0015_","*CHI:	xxx . _x0015_%snd:""ale51""_3224140_3227735_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale33.cha/613,MOT,2.693826146,12/4/00,12/4/00,"*CHI:	xxx xxx xxx . _x0015_%snd:""ale33""_413211_425165_x0015_","*MOT:	let's see if this works .",*MOT:        here's your houses _x0002__x0005_(1)_x0002__x0006_and your trees _x0002__x0005_(2)_x0002__x0006_and your animals .,"*CHI:	xxx . _x0015_%snd:""ale33""_425168_427663_x0015_","*CHI:	xxx . _x0015_%snd:""ale33""_427663_430751_x0015_",description,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale51.cha/3721,MOT,3.398932238,12/4/00,12/4/00,"*MOT:	don('t) forge(t) they're little ears . _x0015_%snd:""ale51""_2575721_2580461_x0015_","*CHI:	and a little pig . _x0015_%snd:""ale51""_2580461_2582255_x0015_","*MOT:        _x0002__x0005_(1)_x0002__x0006_an(d) a little baby pig is a piglet . _x0015_%snd:""ale51""_2582255_2585665_x0015_","*CHI:	there all set . _x0015_%snd:""ale51""_2585665_2588080_x0015_","*CHI:	tadah pig . _x0015_%snd:""ale51""_2588080_2591665_x0015_",defex,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale41.cha/2384,MOT,2.97659822,12/4/00,12/4/00,"*CHI:	one two three four . _x0015_%snd:""ale41""_1790983_1798665_x0015_","*MOT:	right . _x0015_%snd:""ale41""_1798665_1799881_x0015_","*MOT:        hungry tigers growl _x0002__x0005_(1)_x0002__x0006_and roar . _x0015_%snd:""ale41""_1799881_1804833_x0015_","*MOT:	it's time for them to be fed . _x0015_%snd:""ale41""_1804833_1807376_x0015_","*MOT:	they're hungry they would like their lunch . _x0015_%snd:""ale41""_1807376_1809651_x0015_",description,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale36.cha/2643,MOT,2.785345654,12/4/00,12/4/00,"*MOT:	flower . _x0015_%snd:""ale36""_1251011_1252156_x0015_","*MOT:	what's this one ? _x0015_%snd:""ale36""_1252156_1253828_x0015_","*MOT:        _x0002__x0005_(1)_x0002__x0006_and a tree . _x0015_%snd:""ale36""_1253828_1256110_x0015_","*MOT:	no you don't .","*CHI:	xxx . _x0015_%snd:""ale36""_1256110_1257581_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,no,,0
Alex,Providence/Alex/ale01.cha/1733,MOT,1.407145791,12/4/00,12/5/00,"*MOT:	thank you .","*MOT:	green . _x0015_%snd:""ale01""_2326993_2328688_x0015_","*MOT:        _x0002__x0005_(1)_x0002__x0006_and orange . _x0015_%snd:""ale01""_2328688_2330830_x0015_","*MOT:	ready ? _x0015_%snd:""ale01""_2330830_2332301_x0015_","*MOT:	like this look . _x0015_%snd:""ale01""_2332301_2333458_x0015_",identification,consistent,declarative,N,0,SEN,AND,AND,no,,0
Alex,Providence/Alex/ale01.cha/1641,MOT,1.407145791,12/4/00,12/5/00,"*MOT:	my name is Joey Joey Joe Joe Joe Joe Joey . _x0015_%snd:""ale01""_2169363_2173276_x0015_","*MOT:	Elmo . _x0015_%snd:""ale01""_2173276_2188191_x0015_","*MOT:        cookie monster _x0002__x0005_(1)_x0002__x0006_and Ernie . _x0015_%snd:""ale01""_2188191_2189680_x0015_","*CHI:	yyy . _x0015_%snd:""ale01""_2189680_2191415_x0015_","*CHI:	wee . _x0015_%snd:""ale01""_2191415_2193785_x0015_",identification,consistent,declarative,N,0,NOM,AND,AND,no,,0
